Asset_Identifier,Asset_Popularity_With_Funds,Asset_Risk_Type,Asset_Marketing_Proportion_Index,Asset_Category,Asset_Type,Asset_Type_ID,Asset_Price,Office_Establishment_Year,Office_Scale,Office_Location_Type,Office_Type,Office_Year,Office_Identifier,Office_ID,Asset_Office_Sales
FDM20,10.0,0,0.038748011,6,Bonds,1,245.0144,1985,1,2,3,28,OFF027,5,3185.1872
FDT36,12.3,0,0.110735739,0,Bonds,1,35.2874,1985,1,2,3,28,OFF027,5,988.0472
FDW19,12.35,1,0.038657256,6,Bonds,1,110.257,2009,1,2,2,4,OFF018,3,1757.712
FDB29,16.7,1,0.052493162,5,Bonds,1,113.9176,1999,1,0,1,14,OFF049,9,2519.3872
FDN39,19.35,1,0.065890998,10,Bonds,1,167.0816,2007,2,1,1,6,OFF017,2,1510.0344
FDI02,15.7,1,0.114565093,3,Bonds,1,112.0202,1997,2,0,1,16,OFF046,8,337.5606
FDA46,13.6,0,0.117065801,13,Bonds,1,196.1136,1985,1,2,3,28,OFF027,5,6026.8216
FDV36,18.7,0,0.026450779,0,Bonds,1,124.902,2007,2,1,1,6,OFF017,2,2909.546
FDE35,7.06,1,0.043863865,15,Bonds,1,59.5904,1987,0,2,1,26,OFF013,1,761.6752
FDT46,11.35,0,0.038157621,13,Bonds,1,52.4008,2004,2,1,1,9,OFF035,6,809.6128
FDS21,19.85,1,0.036551446,13,Bonds,1,62.7194,1985,2,0,0,28,OFF019,4,123.8388
DRD12,6.96,0,0.077630199,14,ETF,0,90.9146,2007,2,1,1,6,OFF017,2,1459.4336
FDR14,11.65,0,0.304737387,4,Bonds,1,54.7298,1985,2,0,0,28,OFF019,4,107.8596
FDG22,17.6,1,0.041180766,13,Bonds,1,37.919,1985,1,2,3,28,OFF027,5,768.999
FDX58,13.15,0,0.043831721,13,Bonds,1,184.195,1999,1,0,1,14,OFF049,9,2746.425
FDB40,17.5,1,0.007503372,4,Bonds,1,146.7102,1985,1,2,3,28,OFF027,5,4374.306
FDJ36,14.5,1,0.214681063,0,Bonds,1,102.7332,1998,2,2,0,15,OFF010,0,205.0664
NCL53,7.5,0,0.060649825,8,Private Equity,2,177.4028,1998,2,2,0,15,OFF010,0,354.2056
NCX05,15.2,0,0.097258937,8,Private Equity,2,114.8492,2002,2,1,1,11,OFF045,7,1506.0396
FDO21,11.6,1,0.009763021,13,Bonds,1,226.2404,1997,2,0,1,16,OFF046,8,1800.3232
NCF07,9.0,0,0.032152981,9,Private Equity,2,102.0016,2009,1,2,2,4,OFF018,3,1518.024
FDU20,19.35,1,0.021439694,6,Bonds,1,119.7098,1987,0,2,1,26,OFF013,1,1325.6078
FDK09,15.2,0,0.153592956,13,Bonds,1,228.0352,1998,2,2,0,15,OFF010,0,458.0704
FDY57,20.2,1,0.121231308,13,Bonds,1,97.5752,2004,2,1,1,9,OFF035,6,1534.0032
FDD51,11.15,0,0.119371835,4,Bonds,1,45.2744,1985,1,2,3,28,OFF027,5,905.488
FDA49,19.7,0,0.064607378,3,Bonds,1,87.4198,1985,1,2,3,28,OFF027,5,2267.7148
FDG33,5.365,1,0.14024028,12,Bonds,1,171.0764,1997,2,0,1,16,OFF046,8,3263.7516
FDG35,21.2,1,0.008361343,15,Bonds,1,173.6738,1999,1,0,1,14,OFF049,9,2954.1546
FDC52,11.15,1,0.008296692,4,Bonds,1,150.6708,2002,2,1,1,11,OFF045,7,2106.5912
FDS34,19.35,1,0.077193256,13,Bonds,1,112.7518,2007,2,1,1,6,OFF017,2,683.1108
NCY05,13.5,0,0.055075504,8,Private Equity,2,33.3874,1999,1,0,1,14,OFF049,9,282.2992
FDO46,9.6,1,0.014209811,13,Bonds,1,188.1872,2004,2,1,1,9,OFF035,6,1701.7848
FDY20,12.5,1,0.081879864,6,Bonds,1,91.7488,1999,1,0,1,14,OFF049,9,1358.232
FDA13,15.85,0,0.078540095,3,Bonds,1,36.3506,2004,2,1,1,9,OFF035,6,607.2096
FDS04,10.195,1,0.146540889,5,Bonds,1,141.7838,1987,0,2,1,26,OFF013,1,1685.8056
FDU51,20.2,1,0.097059596,10,Bonds,1,178.6028,2007,2,1,1,6,OFF017,2,2302.3364
FDK50,7.96,0,0.028478742,3,Bonds,1,161.8894,2009,1,2,2,4,OFF018,3,2750.4198
FDO60,20.0,0,0.034340926,0,Bonds,1,45.4086,1987,0,2,1,26,OFF013,1,981.3892
FDM13,6.425,0,0.063532672,2,Bonds,1,133.0626,2007,2,1,1,6,OFF017,2,1442.7886
FDU12,15.5,1,0.075384242,0,Bonds,1,262.7568,1985,1,2,3,28,OFF027,5,7646.0472
NCG54,12.1,0,0.080131363,9,Private Equity,2,170.9106,2009,1,2,2,4,OFF018,3,1539.9954
FDH40,11.6,1,0.132111921,5,Bonds,1,82.2276,1998,2,2,0,15,OFF010,0,243.6828
NCI06,11.3,0,0.083547515,9,Private Equity,2,179.166,1985,2,0,0,28,OFF019,4,359.532
FDA58,9.395,0,0.103731617,13,Bonds,1,236.9932,2004,2,1,1,9,OFF035,6,4242.4776
FDJ02,17.2,1,0.025309134,3,Bonds,1,147.0418,2007,2,1,1,6,OFF017,2,2354.2688
FDP21,7.42,1,0.0258457,13,Bonds,1,188.9872,2009,1,2,2,4,OFF018,3,2458.1336
FDN57,18.25,0,0.054223942,13,Bonds,1,142.0154,2004,2,1,1,9,OFF035,6,2127.231
FDV26,20.25,1,0.075791641,4,Bonds,1,193.3794,1985,1,2,3,28,OFF027,5,8388.4142
FDZ21,17.6,1,0.03928284,13,Bonds,1,94.641,1999,1,0,1,14,OFF049,9,2799.689
FDG21,17.35,1,0.145591438,12,Bonds,1,148.705,1985,1,2,3,28,OFF027,5,1797.66
FDF26,6.825,1,0.046824729,3,Bonds,1,155.1998,2009,1,2,2,4,OFF018,3,2460.7968
FDC39,7.405,0,0.159062948,4,Bonds,1,208.9296,1987,0,2,1,26,OFF013,1,2700.4848
FDQ24,15.7,0,0.073966786,0,Bonds,1,250.5724,2009,1,2,2,4,OFF018,3,4026.7584
FDC41,15.6,0,0.117574554,5,Bonds,1,75.667,2007,2,1,1,6,OFF017,2,1301.639
NCO14,9.6,0,0.049617765,9,Private Equity,2,44.2086,1998,2,2,0,15,OFF010,0,44.6086
FDE05,10.895,1,0.032296886,5,Bonds,1,144.0102,1985,1,2,3,28,OFF027,5,5394.9774
FDW52,14.0,1,0.037340835,5,Bonds,1,163.1526,1985,1,2,3,28,OFF027,5,3946.8624
FDL36,15.1,0,0.075707087,0,Bonds,1,88.183,1985,1,2,3,28,OFF027,5,1438.128
FDS04,10.195,1,0.146635206,5,Bonds,1,139.0838,2004,2,1,1,9,OFF035,6,3652.5788
NCC18,19.1,0,0.177545624,9,Private Equity,2,172.4422,1999,1,0,1,14,OFF049,9,3621.2862
FDN01,8.895,0,0.072693696,2,Bonds,1,175.937,2009,1,2,2,4,OFF018,3,529.311
FDY02,8.945,1,0.146701312,4,Bonds,1,262.291,1998,2,2,0,15,OFF010,0,1314.955
FDV15,10.3,0,0.146999264,10,Bonds,1,103.7648,2007,2,1,1,6,OFF017,2,2804.3496
FDC34,16.0,1,0.173109453,13,Bonds,1,155.2972,2002,2,1,1,11,OFF045,7,3894.93
FDX10,6.385,1,0.124410284,13,Bonds,1,34.3874,2007,2,1,1,6,OFF017,2,388.1614
NCF19,13.0,0,0.035079516,9,Private Equity,2,47.9034,1987,0,2,1,26,OFF013,1,583.2408
FDE17,20.1,1,0.054763518,5,Bonds,1,150.9366,2007,2,1,1,6,OFF017,2,3476.1418
FDJ08,11.1,0,0.111122936,6,Bonds,1,189.2846,2009,1,2,2,4,OFF018,3,3630.6074
NCN53,5.175,0,0.030330202,8,Private Equity,2,35.4874,1987,0,2,1,26,OFF013,1,388.1614
FDC16,11.5,1,0.0205982,4,Bonds,1,88.254,1997,2,0,1,16,OFF046,8,1298.31
FDO15,16.75,1,0.008601441,10,Bonds,1,73.7038,2009,1,2,2,4,OFF018,3,1404.1722
FDQ23,6.55,0,0.024407061,1,Bonds,1,102.3332,1985,1,2,3,28,OFF027,5,1948.1308
DRF37,17.25,0,0.084262458,14,ETF,0,261.591,1987,0,2,1,26,OFF013,1,3418.883
FDN40,5.88,0,0.08644044,5,Bonds,1,155.3998,2004,2,1,1,9,OFF035,6,2153.1972
FDN24,14.1,0,0.112718928,0,Bonds,1,54.2956,1985,1,2,3,28,OFF027,5,1310.2944
FDF16,7.3,0,0.086619573,5,Bonds,1,147.6076,2007,2,1,1,6,OFF017,2,3251.7672
FDH27,7.075,0,0.058437653,4,Bonds,1,143.0128,1999,1,0,1,14,OFF049,9,1150.5024
FDY52,6.365,0,0.008455852,5,Bonds,1,59.7536,2007,2,1,1,6,OFF017,2,980.0576
NCH55,16.35,0,0.034504414,9,Private Equity,2,125.202,1985,1,2,3,28,OFF027,5,2783.044
NCH18,9.3,0,0.044652785,9,Private Equity,2,247.0802,2004,2,1,1,9,OFF035,6,1228.401
DRC01,5.92,1,0.019184026,14,ETF,0,50.3692,1987,0,2,1,26,OFF013,1,591.2304
NCO14,9.6,0,0.029638267,9,Private Equity,2,42.6086,2004,2,1,1,9,OFF035,6,133.8258
DRG39,14.15,0,0.042180995,4,ETF,0,52.0982,1997,2,0,1,16,OFF046,8,578.5802
DRK13,11.8,0,0.11507174,14,ETF,0,198.2084,1987,0,2,1,26,OFF013,1,3769.7596
FDD41,6.765,1,0.087437069,5,Bonds,1,106.1306,2002,2,1,1,11,OFF045,7,1672.4896
FDQ19,7.35,1,0.014295564,6,Bonds,1,242.6512,1985,1,2,3,28,OFF027,5,12117.56
FDX58,13.15,0,0.073251428,13,Bonds,1,181.695,1998,2,2,0,15,OFF010,0,549.285
FDK40,7.035,0,0.021743592,5,Bonds,1,263.191,1985,1,2,3,28,OFF027,5,6574.775
FDI52,18.7,0,0.10527024,5,Bonds,1,122.9072,2007,2,1,1,6,OFF017,2,490.0288
FDT28,13.3,0,0.063513272,5,Bonds,1,149.9708,1987,0,2,1,26,OFF013,1,2106.5912
FDH52,9.42,1,0.044151435,5,Bonds,1,61.5194,2007,2,1,1,6,OFF017,2,866.8716
FDZ38,17.6,0,0.008001018,4,Bonds,1,170.4422,1997,2,0,1,16,OFF046,8,2759.0752
FDF12,8.235,0,0.0828941,0,Bonds,1,149.3076,2007,2,1,1,6,OFF017,2,1921.4988
NCE06,5.825,0,0.091042211,9,Private Equity,2,162.6894,1985,1,2,3,28,OFF027,5,2588.6304
FDO45,13.15,1,0.038011783,13,Bonds,1,89.6856,1999,1,0,1,14,OFF049,9,703.0848
NCS18,12.65,0,0.042296724,9,Private Equity,2,106.3938,2002,2,1,1,11,OFF045,7,3751.783
NCE54,20.7,0,0.02695441,9,Private Equity,2,73.2354,2002,2,1,1,11,OFF045,7,1504.708
FDB50,13.0,0,0.153930108,3,Bonds,1,76.7986,2002,2,1,1,11,OFF045,7,2648.5524
FDZ20,16.1,0,0.034376537,6,Bonds,1,256.1356,2002,2,1,1,11,OFF045,7,6358.39
FDB11,16.0,0,0.060971431,15,Bonds,1,226.2404,2002,2,1,1,11,OFF045,7,4725.8484
FDU22,12.35,0,0.110973753,13,Bonds,1,118.9124,1987,0,2,1,26,OFF013,1,3199.8348
FDY48,14.0,0,0.023831558,0,Bonds,1,103.1332,2009,1,2,2,4,OFF018,3,1948.1308
NCP30,20.5,0,0.032762495,9,Private Equity,2,40.0822,2004,2,1,1,9,OFF035,6,1257.0304
FDD08,8.3,0,0.035347676,6,Bonds,1,38.0506,2004,2,1,1,9,OFF035,6,531.3084
NCG42,19.2,0,0.041291929,9,Private Equity,2,130.131,1999,1,0,1,14,OFF049,9,1038.648
NCT30,9.1,0,0.080747059,9,Private Equity,2,46.9718,2007,2,1,1,6,OFF017,2,850.8924
FDT37,14.15,0,0.035240817,3,Bonds,1,255.5014,1987,0,2,1,26,OFF013,1,5355.0294
FDU04,7.93,0,0.005557062,5,Bonds,1,122.1414,1999,1,0,1,14,OFF049,9,2924.1936
NCH30,17.1,0,0.067154053,9,Private Equity,2,114.386,1997,2,0,1,16,OFF046,8,1245.046
DRG37,16.2,0,0.019362306,14,ETF,0,154.6972,1987,0,2,1,26,OFF013,1,1713.7692
FDS13,6.465,0,0.124506117,3,Bonds,1,264.7884,1997,2,0,1,16,OFF046,8,3709.8376
FDQ47,7.155,1,0.168871496,1,Bonds,1,34.3874,2009,1,2,2,4,OFF018,3,670.4606
FDY26,20.6,1,0.030504756,4,Bonds,1,212.6244,2004,2,1,1,9,OFF035,6,3599.3148
FDB14,20.25,1,0.103142373,3,Bonds,1,94.612,2009,1,2,2,4,OFF018,3,652.484
FDV45,16.75,0,0.078872251,13,Bonds,1,189.5556,1985,2,0,0,28,OFF019,4,1126.5336
FDR23,15.85,0,0.082120687,1,Bonds,1,177.437,2009,1,2,2,4,OFF018,3,5645.984
NCS29,9.0,0,0.069487587,8,Private Equity,2,266.6884,1987,0,2,1,26,OFF013,1,3974.826
FDK33,17.85,0,0.011180843,13,Bonds,1,213.456,1985,1,2,3,28,OFF027,5,4261.12
FDW24,6.8,0,0.037315469,0,Bonds,1,50.0034,1985,1,2,3,28,OFF027,5,1992.7394
FDR08,18.7,0,0.037835765,6,Bonds,1,111.1886,2007,2,1,1,6,OFF017,2,2334.9606
FDB45,20.85,0,0.021312043,6,Bonds,1,104.9306,1987,0,2,1,26,OFF013,1,2299.6732
FDW32,18.35,1,0.094218363,6,Bonds,1,83.9882,1987,0,2,1,26,OFF013,1,1202.4348
FDN21,18.6,0,0.076841095,13,Bonds,1,162.2236,2004,2,1,1,9,OFF035,6,2900.2248
FDH56,9.8,1,0.063805139,6,Bonds,1,117.3492,2004,2,1,1,9,OFF035,6,810.9444
FDQ07,15.1,1,0.087542757,6,Bonds,1,219.8456,1999,1,0,1,14,OFF049,9,6189.2768
FDU58,6.61,1,0.028871235,13,Bonds,1,188.7898,1985,1,2,3,28,OFF027,5,2057.9878
FDK36,7.09,0,0.00720931,0,Bonds,1,48.1034,1987,0,2,1,26,OFF013,1,1069.2748
NCG18,15.3,0,0.02286663,9,Private Equity,2,102.8332,1985,1,2,3,28,OFF027,5,2768.3964
FDQ26,13.5,1,0.067543727,4,Bonds,1,57.2562,1985,1,2,3,28,OFF027,5,2073.967
DRL47,19.7,0,0.038549197,7,ETF,0,127.5362,1985,1,2,3,28,OFF027,5,1006.6896
DRJ11,9.5,0,0.096636355,7,ETF,0,188.9872,2007,2,1,1,6,OFF017,2,1323.6104
FDB41,19.0,1,0.097709541,5,Bonds,1,48.6718,2009,1,2,2,4,OFF018,3,614.5334
NCA06,20.5,0,0.143283608,9,Private Equity,2,37.919,1997,2,0,1,16,OFF046,8,183.095
NCZ41,19.85,0,0.064551885,8,Private Equity,2,125.2704,2002,2,1,1,11,OFF045,7,2127.8968
NCD54,21.1,0,0.029173031,9,Private Equity,2,145.7786,2007,2,1,1,6,OFF017,2,1444.786
FDM34,19.0,0,0.067120954,13,Bonds,1,132.9626,1985,1,2,3,28,OFF027,5,3279.065
FDL57,15.1,1,0.067020992,13,Bonds,1,260.3304,1987,0,2,1,26,OFF013,1,5424.9384
NCD30,19.7,0,0.026826919,9,Private Equity,2,98.7726,1987,0,2,1,26,OFF013,1,1859.5794
FDH17,16.2,1,0.01665334,5,Bonds,1,97.3726,1997,2,0,1,16,OFF046,8,2055.3246
FDD57,18.1,0,0.022395357,6,Bonds,1,96.5094,2004,2,1,1,9,OFF035,6,1332.9316
FDC58,10.195,0,0.042113173,13,Bonds,1,42.5428,2009,1,2,2,4,OFF018,3,878.856
FDX47,6.55,1,0.034604343,1,Bonds,1,157.8288,1997,2,0,1,16,OFF046,8,2514.0608
FDC50,15.85,0,0.136774734,3,Bonds,1,94.4094,2002,2,1,1,11,OFF045,7,1428.141
NCS53,14.5,0,0.089343433,8,Private Equity,2,157.3604,1985,1,2,3,28,OFF027,5,6021.4952
FDY13,12.1,0,0.030250132,3,Bonds,1,75.267,2009,1,2,2,4,OFF018,3,612.536
FDP44,16.5,1,0.079698503,6,Bonds,1,100.6332,2004,2,1,1,9,OFF035,6,1537.998
FDH60,19.7,1,0.141360118,0,Bonds,1,197.311,1985,2,0,0,28,OFF019,4,392.822
FDR02,16.7,0,0.036933417,4,Bonds,1,109.1886,1998,2,2,0,15,OFF010,0,222.3772
FDK48,7.445,0,0.037449987,0,Bonds,1,76.7354,1985,1,2,3,28,OFF027,5,2783.7098
FDO24,11.1,0,0.294948897,0,Bonds,1,159.0604,1998,2,2,0,15,OFF010,0,792.302
FDE20,11.35,1,0.005525913,6,Bonds,1,168.279,1987,0,2,1,26,OFF013,1,2376.906
FDM04,9.195,1,0.04712061,5,Bonds,1,53.1666,1997,2,0,1,16,OFF046,8,768.999
NCH07,13.15,0,0.162248011,9,Private Equity,2,160.4604,1985,2,0,0,28,OFF019,4,316.9208
DRP35,18.85,0,0.090867297,7,ETF,0,127.3336,1997,2,0,1,16,OFF046,8,3962.8416
FDO11,8.0,1,0.030264897,1,Bonds,1,250.3092,1997,2,0,1,16,OFF046,8,6723.2484
NCM30,19.1,0,0.067295406,9,Private Equity,2,41.9796,1997,2,0,1,16,OFF046,8,701.7532
DRF27,8.93,0,0.02827966,4,ETF,0,152.234,1985,1,2,3,28,OFF027,5,1071.938
NCR18,15.85,0,0.020388413,9,Private Equity,2,44.4112,1985,1,2,3,28,OFF027,5,767.0016
FDS48,15.15,0,0.027644732,0,Bonds,1,149.4708,1985,1,2,3,28,OFF027,5,3159.8868
FDO32,6.36,0,0.120731024,6,Bonds,1,46.506,1999,1,0,1,14,OFF049,9,652.484
NCP05,19.6,0,0.025429614,8,Private Equity,2,151.7024,2007,2,1,1,6,OFF017,2,2884.2456
FDF44,7.17,1,0.059438787,6,Bonds,1,130.9968,1985,1,2,3,28,OFF027,5,4828.3816
FDX56,17.1,1,0.074059474,6,Bonds,1,209.0638,1997,2,0,1,16,OFF046,8,3520.0846
FDE46,18.6,0,0.015693328,13,Bonds,1,150.7366,1985,1,2,3,28,OFF027,5,906.8196
FDQ09,7.235,0,0.057850699,13,Bonds,1,113.2834,1985,1,2,3,28,OFF027,5,4376.9692
NCB54,8.76,0,0.050011058,8,Private Equity,2,126.7336,1987,0,2,1,26,OFF013,1,639.168
NCV18,6.775,0,0.105225964,9,Private Equity,2,84.225,2004,2,1,1,9,OFF035,6,3162.55
NCG55,16.25,0,0.039207025,9,Private Equity,2,116.1176,1999,1,0,1,14,OFF049,9,2633.9048
FDV14,19.85,0,0.044489064,4,Bonds,1,89.4856,2004,2,1,1,9,OFF035,6,1054.6272
FDT31,19.75,0,0.012437935,6,Bonds,1,189.9872,1987,0,2,1,26,OFF013,1,3781.744
DRD12,6.96,0,0.077350112,14,ETF,0,91.4146,2002,2,1,1,11,OFF045,7,638.5022
FDZ40,8.935,0,0.040346436,5,Bonds,1,53.7298,2009,1,2,2,4,OFF018,3,593.2278
DRI11,8.26,0,0.057585723,7,ETF,0,113.7834,1998,2,2,0,15,OFF010,0,115.1834
FDP23,6.71,0,0.03565903,1,Bonds,1,218.3166,2002,2,1,1,11,OFF045,7,1959.4494
FDY02,8.945,1,0.087629354,4,Bonds,1,263.491,2004,2,1,1,9,OFF035,6,1840.937
FDM03,12.65,0,0.123422073,10,Bonds,1,107.8938,1997,2,0,1,16,OFF046,8,750.3566
FDF35,15.0,0,0.154228739,15,Bonds,1,107.3938,1999,1,0,1,14,OFF049,9,750.3566
DRM37,15.35,0,0.096943078,14,ETF,0,196.5768,2007,2,1,1,6,OFF017,2,7685.9952
NCV41,14.35,0,0.017065268,8,Private Equity,2,109.5228,1999,1,0,1,14,OFF049,9,1768.3648
NCK53,11.6,0,0.041253781,8,Private Equity,2,100.8042,1985,1,2,3,28,OFF027,5,3472.147
FDW23,5.765,0,0.082178616,0,Bonds,1,37.0164,2002,2,1,1,11,OFF045,7,540.6296
FDW12,8.315,1,0.035542581,0,Bonds,1,143.3444,1987,0,2,1,26,OFF013,1,1596.5884
FDG44,6.13,0,0.102171627,6,Bonds,1,53.8298,2004,2,1,1,9,OFF035,6,1024.6662
FDJ36,14.5,1,0.128235818,0,Bonds,1,104.1332,2004,2,1,1,9,OFF035,6,205.0664
FDX55,15.1,0,0.0552059,6,Bonds,1,219.4166,1997,2,0,1,16,OFF046,8,6096.0648
DRG13,17.25,0,0.037337632,14,ETF,0,163.7526,2009,1,2,2,4,OFF018,3,3289.052
NCD06,13.0,0,0.099242622,9,Private Equity,2,46.306,1987,0,2,1,26,OFF013,1,699.09
FDW22,9.695,1,0.030143704,13,Bonds,1,222.0114,1985,1,2,3,28,OFF027,5,6207.9192
FDD33,12.85,0,0.108412059,6,Bonds,1,233.2642,2002,2,1,1,11,OFF045,7,3950.1914
FDG24,7.975,0,0.014628382,0,Bonds,1,82.325,2004,2,1,1,9,OFF035,6,1331.6
FDE05,10.895,1,0.032454046,5,Bonds,1,144.8102,1997,2,0,1,16,OFF046,8,3062.0142
FDZ12,9.17,0,0.102978817,0,Bonds,1,144.947,1997,2,0,1,16,OFF046,8,4294.41
FDX37,16.2,0,0.105498192,3,Bonds,1,101.47,1998,2,2,0,15,OFF010,0,399.48
FDE44,14.65,0,0.171355643,6,Bonds,1,47.6692,2004,2,1,1,9,OFF035,6,739.038
FDS52,8.89,0,0.009585169,5,Bonds,1,102.5016,1985,2,0,0,28,OFF019,4,101.2016
FDO39,6.985,1,0.137926458,10,Bonds,1,184.7608,2009,1,2,2,4,OFF018,3,4042.7376
FDI32,17.7,0,0.2156522,6,Bonds,1,115.0834,2002,2,1,1,11,OFF045,7,2764.4016
FDV28,16.1,1,0.177618102,5,Bonds,1,35.1558,2007,2,1,1,6,OFF017,2,339.558
NCP53,14.75,0,0.033076388,8,Private Equity,2,237.2906,2007,2,1,1,6,OFF017,2,3089.9778
NCN43,12.15,0,0.006770252,11,Private Equity,2,124.473,1999,1,0,1,14,OFF049,9,1231.73
NCI31,20.0,0,0.142393355,11,Private Equity,2,36.419,1985,2,0,0,28,OFF019,4,109.857
FDK55,18.5,0,0.025813943,10,Bonds,1,89.1172,2002,2,1,1,11,OFF045,7,892.172
FDC17,12.15,0,0.015548178,5,Bonds,1,211.2928,2007,2,1,1,6,OFF017,2,5049.4272
FDV28,16.1,1,0.159698192,5,Bonds,1,32.0558,2004,2,1,1,9,OFF035,6,1018.674
FDY26,20.6,1,0.030634813,4,Bonds,1,212.9244,2009,1,2,2,4,OFF018,3,2540.6928
NCU06,17.6,0,0.074522745,9,Private Equity,2,228.801,1999,1,0,1,14,OFF049,9,3215.814
FDV16,7.75,1,0.145200948,5,Bonds,1,35.4558,1985,2,0,0,28,OFF019,4,135.8232
FDY31,5.98,0,0.043651198,6,Bonds,1,146.1418,2002,2,1,1,11,OFF045,7,3089.9778
DRE37,13.5,0,0.094366079,14,ETF,0,190.9872,1999,1,0,1,14,OFF049,9,2836.308
FDH33,12.85,0,0.121702394,13,Bonds,1,42.7428,2004,2,1,1,9,OFF035,6,703.0848
FDA46,13.6,0,0.117613212,13,Bonds,1,194.2136,2004,2,1,1,9,OFF035,6,2527.3768
FDP12,9.8,1,0.045258247,0,Bonds,1,35.9874,2004,2,1,1,9,OFF035,6,282.2992
FDJ09,15.0,0,0.058485617,13,Bonds,1,44.7744,1999,1,0,1,14,OFF049,9,679.116
NCS54,13.6,0,0.00994477,9,Private Equity,2,177.837,1985,1,2,3,28,OFF027,5,6528.169
FDJ33,8.895,1,0.087894475,13,Bonds,1,121.173,1985,1,2,3,28,OFF027,5,2586.633
FDF32,16.35,0,0.113953562,6,Bonds,1,198.2426,1998,2,2,0,15,OFF010,0,790.9704
FDN24,14.1,0,0.198316649,0,Bonds,1,54.3956,1985,2,0,0,28,OFF019,4,272.978
FDX21,7.05,0,0.084949955,13,Bonds,1,109.7912,2004,2,1,1,9,OFF035,6,1091.912
FDC57,20.1,1,0.054549098,6,Bonds,1,193.782,1987,0,2,1,26,OFF013,1,1158.492
NCZ06,19.6,0,0.094545236,9,Private Equity,2,254.7698,2009,1,2,2,4,OFF018,3,5327.0658
FDY56,16.35,1,0.062359467,6,Bonds,1,224.0062,1987,0,2,1,26,OFF013,1,4288.4178
NCH07,13.15,0,0.092811105,9,Private Equity,2,159.7604,1999,1,0,1,14,OFF049,9,4119.9704
FDS44,12.65,1,0.156679617,6,Bonds,1,238.8538,2009,1,2,2,4,OFF018,3,4566.7222
FDY33,14.5,1,0.09735225,13,Bonds,1,160.7262,1999,1,0,1,14,OFF049,9,1750.3882
FDZ48,17.75,0,0.076113671,0,Bonds,1,111.4544,2002,2,1,1,11,OFF045,7,1006.6896
FDY48,14.0,0,0.023783007,0,Bonds,1,104.0332,2002,2,1,1,11,OFF045,7,1435.4648
FDK16,9.065,0,0.114771298,5,Bonds,1,93.9094,1985,1,2,3,28,OFF027,5,3903.5854
FDT16,9.895,1,0.048662357,5,Bonds,1,261.7278,1997,2,0,1,16,OFF046,8,4685.9004
FDC26,10.195,0,0.211539389,3,Bonds,1,110.9886,1998,2,2,0,15,OFF010,0,111.1886
DRJ47,18.25,0,0.044430561,7,ETF,0,174.208,2009,1,2,2,4,OFF018,3,2596.62
FDQ04,6.4,0,0.141860161,5,Bonds,1,41.0796,1998,2,2,0,15,OFF010,0,41.2796
FDN40,5.88,0,0.086590368,5,Bonds,1,154.2998,1997,2,0,1,16,OFF046,8,1999.3974
FDS39,6.895,0,0.022441883,10,Bonds,1,143.8812,1987,0,2,1,26,OFF013,1,2707.1428
FDC11,20.5,0,0.142370445,15,Bonds,1,90.6172,2009,1,2,2,4,OFF018,3,1427.4752
FDQ39,14.8,0,0.13564792,10,Bonds,1,190.8846,1998,2,2,0,15,OFF010,0,191.0846
FDB33,17.75,0,0.014602837,6,Bonds,1,158.6262,1999,1,0,1,14,OFF049,9,3819.0288
FDU27,18.6,1,0.28701714,10,Bonds,1,48.8376,1998,2,2,0,15,OFF010,0,47.9376
FDM44,12.5,0,0.031112643,6,Bonds,1,104.999,2002,2,1,1,11,OFF045,7,1444.786
FDT32,19.0,1,0.065621523,6,Bonds,1,186.5214,2004,2,1,1,9,OFF035,6,5275.7992
DRC13,8.26,1,0.032573725,14,ETF,0,125.073,2009,1,2,2,4,OFF018,3,985.384
NCO07,9.06,0,0.009776268,11,Private Equity,2,213.756,1997,2,0,1,16,OFF046,8,1065.28
FDJ16,9.195,0,0.115353642,5,Bonds,1,58.9246,2009,1,2,2,4,OFF018,3,926.7936
FDB22,8.02,0,0.110901004,13,Bonds,1,155.0998,1985,1,2,3,28,OFF027,5,2768.3964
NCS30,5.945,0,0.093214866,9,Private Equity,2,129.1652,2002,2,1,1,11,OFF045,7,2841.6344
FDQ59,9.8,1,0.056400733,1,Bonds,1,84.5908,1985,1,2,3,28,OFF027,5,3020.0688
FDI38,13.35,1,0.014649641,3,Bonds,1,207.3638,1999,1,0,1,14,OFF049,9,5797.7864
FDR52,12.65,1,0.07603021,5,Bonds,1,189.0846,2004,2,1,1,9,OFF035,6,4012.7766
FDT15,12.15,1,0.042855388,10,Bonds,1,181.695,2009,1,2,2,4,OFF018,3,2929.52
FDR52,12.65,1,0.133144259,5,Bonds,1,190.8846,1985,2,0,0,28,OFF019,4,191.0846
FDS60,20.85,0,0.032580705,0,Bonds,1,180.066,2009,1,2,2,4,OFF018,3,2157.192
FDK52,18.25,0,0.092617631,5,Bonds,1,224.1062,2009,1,2,2,4,OFF018,3,4965.5364
FDA04,11.3,1,0.066865326,5,Bonds,1,260.1962,2002,2,1,1,11,OFF045,7,2848.9582
NCQ53,17.6,0,0.018943666,8,Private Equity,2,237.359,2002,2,1,1,11,OFF045,7,6145.334
FDN28,5.88,1,0.030371121,5,Bonds,1,101.799,2009,1,2,2,4,OFF018,3,1960.781
